accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P61431	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	307	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P61431
P68790	fusA	Elongation factor G	693	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68790
Q53654	cna	Collagen adhesin	1183	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53654
Q9RDT5	walR	Transcriptional regulatory protein WalR	233	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9RDT5
P01552	entB	Enterotoxin type B	266	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P01552
P0A042	blaI	Penicillinase repressor	126	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A042
P0A074	hlgA	Gamma-hemolysin component A	309	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A074
P0A0D6	lacF	PTS system lactose-specific EIIA component	103	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0D6
P0DV38	pycC	Cytidylate cyclase	423	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0DV38
P10335	lip2	Lipase 2	690	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P10335
P20723	entD	Enterotoxin type D	258	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P20723
P56740	folB	Dihydroneopterin aldolase	121	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P56740
P60682	mnhC1	Na(+)/H(+) antiporter subunit C1	113	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60682
Q14U76	bbp	Bone sialoprotein-binding protein	1149	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q14U76
Q50H63	azo1	FMN-dependent NADPH-azoreductase	188	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q50H63
Q59803	aroC	Chorismate synthase	388	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q59803
O50608	fmtA	Teichoic acid D-alanine hydrolase	397	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O50608
P02979	ermC	rRNA adenine N-6-methyltransferase	244	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P02979
P06135	cat	Chloramphenicol acetyltransferase	215	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P06135
P0A0H3	ermA	rRNA adenine N-6-methyltransferase	243	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0H3
P0A0N4	qacR	HTH-type transcriptional regulator QacR	188	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0N4
P0C1P9	polC	DNA polymerase III PolC-type	1435	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1P9
P0C1R8	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	321	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1R8
P0C1R9	hemB	Delta-aminolevulinic acid dehydratase	323	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1R9
P0C1T4	rpoC	DNA-directed RNA polymerase subunit beta'	1057	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1T4
P0C5D3	ptpB	Low molecular weight protein-tyrosine-phosphatase PtpB	139	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C5D3
P16668	sau3AIM	Type II methyltransferase M.Sau3AI	412	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P16668
P24121		Epidermal cell differentiation inhibitor	247	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P24121
P31715	lukF	Leukocidin-F subunit	323	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P31715
P31716	lukS	Leukocidin-S subunit	315	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P31716
P39851	capB	Putative tyrosine-protein kinase CapB	228	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39851
P45555	dnaJ	Chaperone protein DnaJ	379	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P45555
P60698	mnhG1	Na(+)/H(+) antiporter subunit G1	118	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60698
Q0Q2J6	mnhE2	Putative antiporter subunit mnhE2	160	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q0Q2J6
Q0Q2J7	mnhD2	Putative antiporter subunit mnhD2	499	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q0Q2J7
Q0Q2K0	mnhA2	Putative antiporter subunit mnhA2	800	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q0Q2K0
Q59821	pdhC	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	430	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q59821
Q9AIU7	ligA	DNA ligase	667	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9AIU7
Q9KIN5	uppP	Undecaprenyl-diphosphatase	291	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9KIN5
Q9L523	srrB	Sensor protein SrrB	583	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9L523
Q9ZHA4	ylmD	Purine nucleoside phosphorylase YlmD	263	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9ZHA4
A5JJ15	splA	Serine protease SplA	235	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/A5JJ15
P00807	blaZ	Beta-lactamase	281	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P00807
P01553	entC1	Enterotoxin type C-1	266	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P01553
P02983	tet	Tetracycline resistance protein	459	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P02983
P03857	pre	Plasmid recombination enzyme type 1	403	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03857
P0A004	nos	Nitric oxide synthase oxygenase	358	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A004
P0A091	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	449	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A091
P0A0A5	femA	Aminoacyltransferase FemA	420	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0A5
P0A0C1	aacA-aphD	Bifunctional AAC/APH	479	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0C1
P0A0E0	mtlF	Mannitol-specific phosphotransferase enzyme IIA component	60	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0E0
P0A0E5	merA	Mercuric reductase	547	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0E5
P0C1P8	hemL1	Glutamate-1-semialdehyde 2,1-aminomutase 1	428	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1P8
P0C397	dltA	D-alanine--D-alanyl carrier protein ligase	485	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C397
P0C5D2	ptpA	Low molecular weight protein-tyrosine-phosphatase PtpA	154	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C5D2
P11175	lacG	6-phospho-beta-galactosidase	470	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P11175
P13957	ermC	rRNA adenine N-6-methyltransferase	244	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P13957
P22874	merR	Mercuric resistance operon regulatory protein	135	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P22874
P41972	ileS	Isoleucine--tRNA ligase	917	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P41972
P60911	hisS	Histidine--tRNA ligase	420	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60911
Q0Q2J8	mnhc2	Putative antiporter subunit mnhC2	114	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q0Q2J8
Q53638	lysS	Lysine--tRNA ligase	495	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53638
Q9L4S1	katA	Catalase	505	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9L4S1
Q9ZNG6	mnhA1	Na(+)/H(+) antiporter subunit A1	801	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9ZNG6
A8E1U5	sl11	Superantigen-like protein 11	196	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/A8E1U5
C0HMD4		TMcin-G1905	97	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/C0HMD4
O05338	dnaG	DNA primase	605	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O05338
O32421	lytH	Probable cell wall amidase LytH	291	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O32421
P00486	cat	Chloramphenicol acetyltransferase	215	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P00486
P09331	eta	Exfoliative toxin A	280	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P09331
P0A028	dtd	D-aminoacyl-tRNA deacylase	150	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A028
P0A0A8	femB	Aminoacyltransferase FemB	419	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0A8
P0A0L8	entG	Enterotoxin type G	258	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0L8
P0C600	ribH	6,7-dimethyl-8-ribityllumazine synthase	154	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C600
P23737	sau96IM	Type II methyltransferase M.Sau96I	430	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P23737
P24556	lytA	Autolysin	481	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P24556
P51183	ptsI	Phosphoenolpyruvate-protein phosphotransferase	572	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P51183
P60158	isaA	Probable transglycosylase IsaA	233	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60158
P68780	apt	Adenine phosphoribosyltransferase	172	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68780
P68823	tpiA	Triosephosphate isomerase	253	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68823
P68826	def	Peptide deformylase	183	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68826
P68870	ndk	Nucleoside diphosphate kinase	149	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68870
Q5TKS0	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	403	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q5TKS0
Q8GN53	recU	Holliday junction resolvase RecU	208	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q8GN53
Q8VQ99	sraP	Serine-rich adhesin for platelets	2283	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q8VQ99
Q9AIV3	mprF	Phosphatidylglycerol lysyltransferase	840	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9AIV3
Q9RF06	gatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	475	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9RF06
O31211	murC	UDP-N-acetylmuramate--L-alanine ligase	437	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O31211
O54081	lukE	Leucotoxin LukE	314	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O54081
P06886	tst	Toxic shock syndrome toxin-1	234	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P06886
P0A0A3	pdhB	Pyruvate dehydrogenase E1 component subunit beta	325	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0A3
P0A0E3	ptsH	Phosphocarrier protein HPr	88	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0E3
P0A0E8	pdhD	Dihydrolipoyl dehydrogenase	468	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0E8
P0A0M5	thyA	Thymidylate synthase	318	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0M5
P0A3Y6	aphA	Aminoglycoside 3'-phosphotransferase	263	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A3Y6
P0C1U7	sle1	N-acetylmuramoyl-L-alanine amidase sle1	334	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1U7
P13978	ermC	rRNA adenine N-6-methyltransferase	244	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P13978
P36882	cat	Chloramphenicol acetyltransferase	215	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P36882
P60686	mnhD1	Na(+)/H(+) antiporter subunit D1	498	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60686
P60694	mnhF1	Na(+)/H(+) antiporter subunit F1	97	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60694
P68820	pgk	Phosphoglycerate kinase	396	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68820
P80544	pls	Surface protein	1637	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P80544
Q53630	ebpS	Elastin-binding protein EbpS	486	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53630
Q8GPI4	aucA	Bacteriocin aureocin A53	51	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q8GPI4
Q93P61	crr	PTS system glucose-specific EIIA component	166	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q93P61
Q9L524	srrA	Transcriptional regulatory protein SrrA	241	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9L524
A9JQL9	crtM	4,4'-diapophytoene synthase	287	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/A9JQL9
O54082	lukD	Leucotoxin LukD	327	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O54082
P00485	cat	Chloramphenicol acetyltransferase	216	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P00485
P07767		Staphylocoagulase	658	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P07767
P07944	pbp	Beta-lactam-inducible penicillin-binding protein	670	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P07944
P09978	hlb	Phospholipase C	330	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P09978
P0A014	groES	Co-chaperonin GroES	94	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A014
P0A070	spsB	Signal peptidase IB	191	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A070
P0A0F0	relA	GTP pyrophosphokinase	736	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0F0
P0A0H5	rnpA	Ribonuclease P protein component	117	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0H5
P0C1Q1	fur	Ferric uptake regulation protein	136	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1Q1
P0C1S0	mgrA	HTH-type transcriptional regulator MgrA	147	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1S0
P0C601	odhA	2-oxoglutarate dehydrogenase E1 component	932	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C601
P31024	lspA	Lipoprotein signal peptidase	163	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P31024
P36883		Chloramphenicol acetyltransferase	209	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P36883
P37386	cadA	Probable cadmium-transporting ATPase	804	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P37386
P50307	metK	S-adenosylmethionine synthase	397	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P50307
P58052	fni	Isopentenyl-diphosphate delta-isomerase	349	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P58052
P60678	mnhB1	Na(+)/H(+) antiporter subunit B1	142	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60678
P60690	mnhE1	Na(+)/H(+) antiporter subunit E1	159	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60690
P68845	recA	Protein RecA	347	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68845
P68849	pheS	Phenylalanine--tRNA ligase alpha subunit	352	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68849
Q07227	hlgC	Gamma-hemolysin component C	315	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q07227
Q0Q2J4	mnhG2	Putative antiporter subunit mnhG2	145	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q0Q2J4
Q53596	pcp	Pyrrolidone-carboxylate peptidase	212	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53596
Q69HT9	mco	Multicopper oxidase mco	447	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q69HT9
Q69HU0	copB	Probable copper-transporting P-type ATPase B	672	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q69HU0
Q6YP15	pth	Peptidyl-tRNA hydrolase	190	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q6YP15
Q9AGR3	pheT	Phenylalanine--tRNA ligase beta subunit	800	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9AGR3
Q9ZEH5	mutS2	Endonuclease MutS2	719	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9ZEH5
P03064	repC	Replication initiation protein	314	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03064
P03864	pre	Plasmid recombination enzyme type 3	413	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03864
P08115	rep	Replication initiation protein	314	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P08115
P0A049	tnpC	Transposase for transposon Tn554	125	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A049
P0A052	tnpA	Transposase A from transposon Tn554	361	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A052
P0A066	spsA	Inactive signal peptidase IA	174	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A066
P0A0D2	ant	Spectinomycin 9-adenylyltransferase	260	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0D2
P0A0J7	norA	Quinolone resistance protein NorA	388	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0J7
P0C1P7	agrB	Accessory gene regulator protein B	189	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1P7
P0C426	dltC	D-alanyl carrier protein	78	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C426
P0C6P1	emp	Extracellular matrix protein-binding protein emp	340	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C6P1
P0DV39	pycTM	Pycsar effector protein SaPycTM	158	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0DV39
P14491	rlx	Protein rlx	330	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P14491
P19775	tnp	Transposase for insertion sequence element IS256 in transposon Tn4001	390	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P19775
P30329	arsB	Arsenical pump membrane protein	429	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P30329
P39858	capI	Protein CapI	334	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39858
P39859	capJ	Protein CapJ	391	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39859
P39862	capM	Capsular polysaccharide biosynthesis glycosyltransferase CapM	380	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39862
P55177		Hydrolase in agr operon	261	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P55177
Q0Q2J9	mnhB2	Putative antiporter subunit mnhB2	141	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q0Q2J9
Q53782	splC	Serine protease SplC	239	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53782
Q7DLB7		Uncharacterized membrane protein in llm 5'region	356	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q7DLB7
Q93QD4	fabD	Malonyl CoA-acyl carrier protein transacylase	308	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q93QD4
Q99S98	sepA	Multidrug resistance efflux pump SepA	157	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q99S98
Q9KJ74	flp	Protein flp	498	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9KJ74
Q9KJF6	xerC	Tyrosine recombinase XerC	298	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9KJF6
Q9LC44	tagH	Teichoic acids export ATP-binding protein TagH	264	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9LC44
O05337		Putative pyruvate, phosphate dikinase regulatory protein	269	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O05337
P03065	repD	Replication initiation protein	311	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03065
P03861	cop	Protein cop	120	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03861
P0A055	tnpB	Transposase B from transposon Tn554	630	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A055
P0A0J9	qacA	Antiseptic resistance protein	514	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0J9
P0C1Q0	femX	Lipid II:glycine glycyltransferase	421	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1Q0
P0C1S4	pckA	Phosphoenolpyruvate carboxykinase (ATP)	530	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1S4
P0C1V2	rsbW	Serine-protein kinase RsbW	159	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1V2
P0C5Z9	spxH	ClpXP adapter protein SpxH	261	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C5Z9
P12055	str	Aminoglycoside 6-adenylyltransferase	282	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P12055
P14506		Transposase for insertion sequence element IS257 in transposon Tn4003	224	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P14506
P16667	sau3AIR	Type II restriction enzyme Sau3AI	489	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P16667
P17855		Staphylocoagulase	715	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P17855
P19529	repN	Replication initiation protein	314	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P19529
P20384	bin3	Putative transposon Tn552 DNA-invertase bin3	202	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P20384
P21222		30 kDa neutral phosphatase	35	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P21222
P37374	cadC	Cadmium resistance transcriptional regulatory protein CadC homolog	121	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P37374
P39850	capA	Capsular polysaccharide biosynthesis protein CapA	221	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39850
P68262	mecI	Methicillin resistance regulatory protein MecI	123	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68262
P68786	frr	Ribosome-recycling factor	184	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68786
P68863	recF	DNA replication and repair protein RecF	370	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68863
Q9EZK4	sarU	HTH-type transcriptional regulator SarU	247	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9EZK4
Q9ZEH3	uvrC	UvrABC system protein C	593	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9ZEH3
P03063	ermC	23S rRNA methylase leader peptide	19	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03063
P03858	repF	Replication protein	199	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03858
P03859		Uncharacterized 12.4 kDa protein	102	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03859
P0A058	kdpA	Potassium-transporting ATPase potassium-binding subunit	307	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A058
P0A060	kdpC	Potassium-transporting ATPase KdpC subunit	185	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A060
P0A0C7	pre	Plasmid recombination enzyme type 2	420	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0C7
P0A0P2	xerD	Tyrosine recombinase XerD	295	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0P2
P0C1R5	lacA	Galactose-6-phosphate isomerase subunit LacA	142	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1R5
P0C1R6	lacB	Galactose-6-phosphate isomerase subunit LacB	171	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1R6
P39854	capE	Protein CapE	440	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39854
P39855	capF	Capsular polysaccharide biosynthesis protein CapF	396	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39855
P39860	capK	Protein CapK	449	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39860
P45554	dnaK	Chaperone protein DnaK	610	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P45554
P68794	hrcA	Heat-inducible transcription repressor HrcA	325	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68794
P68867	dnaA	Chromosomal replication initiator protein DnaA	453	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68867
P72357	ldhD	D-lactate dehydrogenase	330	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P72357
Q53634	menE	2-succinylbenzoate--CoA ligase	492	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53634
Q936F4		Uncharacterized lipoprotein in plc 3'region	256	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q936F4
Q93EP0	rplU	Large ribosomal subunit protein bL21	102	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q93EP0
Q9ZHA2	sepF	Cell division protein SepF	187	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9ZHA2
G0Z026	selX	Enterotoxin-like toxin X	203	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/G0Z026
O07319	mraZ	Transcriptional regulator MraZ	144	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/O07319
P08656	merT	Mercuric transport protein	128	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P08656
P09332	etb	Exfoliative toxin B	277	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P09332
P0A077	hlgB	Gamma-hemolysin component B	325	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A077
P0A0B1	mecR1	Methicillin resistance mecR1 protein	585	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0B1
P0A0I7	agrA	Accessory gene regulator protein A	238	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0I7
