accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P31644	GABRA5	Gamma-aminobutyric acid receptor subunit alpha-5	462	Homo sapiens	9606	Developmental and epileptic encephalopathy 79	DI-05653	DEE79		https://rest.uniprot.org/uniprotkb/P31644
P31751	AKT2	RAC-beta serine/threonine-protein kinase	481	Homo sapiens	9606	Type 2 diabetes mellitus	DI-02060	T2D		https://rest.uniprot.org/uniprotkb/P31751
P31751	AKT2	RAC-beta serine/threonine-protein kinase	481	Homo sapiens	9606	Hypoinsulinemic hypoglycemia with hemihypertrophy	DI-03305	HIHGHH		https://rest.uniprot.org/uniprotkb/P31751
P31930	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	480	Homo sapiens	9606	Parkinsonism with polyneuropathy	DI-06084	PKNPY		https://rest.uniprot.org/uniprotkb/P31930
P32004	L1CAM	Neural cell adhesion molecule L1	1257	Homo sapiens	9606	Hydrocephalus, congenital, X-linked	DI-01759	HYCX		https://rest.uniprot.org/uniprotkb/P32004
P32004	L1CAM	Neural cell adhesion molecule L1	1257	Homo sapiens	9606	MASA syndrome	DI-00707	MASA		https://rest.uniprot.org/uniprotkb/P32004
P32004	L1CAM	Neural cell adhesion molecule L1	1257	Homo sapiens	9606	Agenesis of the corpus callosum, X-linked, partial	DI-02143	ACCPX		https://rest.uniprot.org/uniprotkb/P32004
P32189	GK	Glycerol kinase	559	Homo sapiens	9606	Glycerol kinase deficiency	DI-01663	GKD		https://rest.uniprot.org/uniprotkb/P32189
P32243	OTX2	Homeobox protein OTX2	289	Homo sapiens	9606	Microphthalmia, syndromic, 5	DI-00763	MCOPS5		https://rest.uniprot.org/uniprotkb/P32243
P32243	OTX2	Homeobox protein OTX2	289	Homo sapiens	9606	Pituitary hormone deficiency, combined, 6	DI-03174	CPHD6		https://rest.uniprot.org/uniprotkb/P32243
P32243	OTX2	Homeobox protein OTX2	289	Homo sapiens	9606	Retinal dystrophy, early-onset, with or without pituitary dysfunction	DI-04439	RDEOP		https://rest.uniprot.org/uniprotkb/P32243
P32245	MC4R	Melanocortin receptor 4	332	Homo sapiens	9606	Obesity	DI-01221	OBESITY		https://rest.uniprot.org/uniprotkb/P32245
P32926	DSG3	Desmoglein-3	999	Homo sapiens	9606	Blistering, acantholytic, of oral and laryngeal mucosa	DI-06040	ABOLM		https://rest.uniprot.org/uniprotkb/P32926
P33076	CIITA	MHC class II transactivator	1130	Homo sapiens	9606	MHC class II deficiency 1	DI-00171	MHC2D1		https://rest.uniprot.org/uniprotkb/P33076
P33240	CSTF2	Cleavage stimulation factor subunit 2	577	Homo sapiens	9606	Intellectual developmental disorder, X-linked 113	DI-06838	XLID113		https://rest.uniprot.org/uniprotkb/P33240
P33316	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	252	Homo sapiens	9606	Bone marrow failure and diabetes mellitus syndrome	DI-06507	BMFDMS		https://rest.uniprot.org/uniprotkb/P33316
P33897	ABCD1	ATP-binding cassette sub-family D member 1	745	Homo sapiens	9606	Adrenoleukodystrophy	DI-00050	ALD		https://rest.uniprot.org/uniprotkb/P33897
P34059	GALNS	N-acetylgalactosamine-6-sulfatase	522	Homo sapiens	9606	Mucopolysaccharidosis 4A	DI-00778	MPS4A		https://rest.uniprot.org/uniprotkb/P34059
P34903	GABRA3	Gamma-aminobutyric acid receptor subunit alpha-3	492	Homo sapiens	9606	Epilepsy, X-linked 2, with or without impaired intellectual development and dysmorphic features	DI-06540	EPILX2		https://rest.uniprot.org/uniprotkb/P34903
P35219	CA8	Carbonic anhydrase-related protein	290	Homo sapiens	9606	Spinocerebellar ataxia, autosomal recessive, 34	DI-02743	SCAR34		https://rest.uniprot.org/uniprotkb/P35219
P35222	CTNNB1	Catenin beta-1	781	Homo sapiens	9606	Colorectal cancer	DI-01359	CRC		https://rest.uniprot.org/uniprotkb/P35222
P35222	CTNNB1	Catenin beta-1	781	Homo sapiens	9606	Pilomatrixoma	DI-02167	PTR		https://rest.uniprot.org/uniprotkb/P35222
P35222	CTNNB1	Catenin beta-1	781	Homo sapiens	9606	Medulloblastoma	DI-01958	MDB		https://rest.uniprot.org/uniprotkb/P35222
P35222	CTNNB1	Catenin beta-1	781	Homo sapiens	9606	Ovarian cancer	DI-01655	OC		https://rest.uniprot.org/uniprotkb/P35222
P35222	CTNNB1	Catenin beta-1	781	Homo sapiens	9606	Mesothelioma, malignant	DI-03213	MESOM		https://rest.uniprot.org/uniprotkb/P35222
P35222	CTNNB1	Catenin beta-1	781	Homo sapiens	9606	Neurodevelopmental disorder with spastic diplegia and visual defects	DI-03652	NEDSDV		https://rest.uniprot.org/uniprotkb/P35222
P35222	CTNNB1	Catenin beta-1	781	Homo sapiens	9606	Vitreoretinopathy, exudative 7	DI-05042	EVR7		https://rest.uniprot.org/uniprotkb/P35222
P35249	RFC4	Replication factor C subunit 4	363	Homo sapiens	9606	Morimoto-Ryu-Malicdan neuromuscular syndrome	DI-06973	MRMNS		https://rest.uniprot.org/uniprotkb/P35249
P35442	THBS2	Thrombospondin-2	1172	Homo sapiens	9606	Intervertebral disc disease	DI-01829	IDD		https://rest.uniprot.org/uniprotkb/P35442
P35442	THBS2	Thrombospondin-2	1172	Homo sapiens	9606	Ehlers-Danlos syndrome, classic-like, 3	DI-06915	EDSCLL3		https://rest.uniprot.org/uniprotkb/P35442
P35548	MSX2	Homeobox protein MSX-2	267	Homo sapiens	9606	Parietal foramina 1	DI-02130	PFM1		https://rest.uniprot.org/uniprotkb/P35548
P35548	MSX2	Homeobox protein MSX-2	267	Homo sapiens	9606	Parietal foramina with cleidocranial dysplasia	DI-02132	PFMCCD		https://rest.uniprot.org/uniprotkb/P35548
P35548	MSX2	Homeobox protein MSX-2	267	Homo sapiens	9606	Craniosynostosis 2	DI-00382	CRS2		https://rest.uniprot.org/uniprotkb/P35548
P35716	SOX11	Transcription factor SOX-11	441	Homo sapiens	9606	Intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism	DI-04132	IDDMOH		https://rest.uniprot.org/uniprotkb/P35716
P36507	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	400	Homo sapiens	9606	Cardiofaciocutaneous syndrome 4	DI-03781	CFC4		https://rest.uniprot.org/uniprotkb/P36507
P36575	ARR3	Arrestin-C	388	Homo sapiens	9606	Myopia 26, X-linked, female-limited	DI-05150	MYP26		https://rest.uniprot.org/uniprotkb/P36575
P36894	BMPR1A	Bone morphogenetic protein receptor type-1A	532	Homo sapiens	9606	Juvenile polyposis syndrome	DI-01854	JPS		https://rest.uniprot.org/uniprotkb/P36894
P36894	BMPR1A	Bone morphogenetic protein receptor type-1A	532	Homo sapiens	9606	Polyposis syndrome, mixed hereditary 2	DI-01724	HMPS2		https://rest.uniprot.org/uniprotkb/P36894
P37058	HSD17B3	17-beta-hydroxysteroid dehydrogenase type 3	310	Homo sapiens	9606	Male pseudohermaphrodism with gynecomastia	DI-01928	MPH		https://rest.uniprot.org/uniprotkb/P37058
P37268	FDFT1	Squalene synthase	417	Homo sapiens	9606	Squalene synthase deficiency	DI-05357	SQSD		https://rest.uniprot.org/uniprotkb/P37268
P37837	TALDO1	Transaldolase	337	Homo sapiens	9606	Transaldolase deficiency	DI-02377	TALDOD		https://rest.uniprot.org/uniprotkb/P37837
P38159	RBMX	RNA-binding motif protein, X chromosome	391	Homo sapiens	9606	Intellectual developmental disorder, X-linked, syndromic, Shashi type	DI-04582	MRXSSH		https://rest.uniprot.org/uniprotkb/P38159
P38159	RBMX	RNA-binding motif protein, X chromosome	391	Homo sapiens	9606	Intellectual developmental disorder, X-linked, syndromic, Gustavson type	DI-06831	MRXSG		https://rest.uniprot.org/uniprotkb/P38159
P38398	BRCA1	Breast cancer type 1 susceptibility protein	1863	Homo sapiens	9606	Breast cancer	DI-02602	BC		https://rest.uniprot.org/uniprotkb/P38398
P38398	BRCA1	Breast cancer type 1 susceptibility protein	1863	Homo sapiens	9606	Breast-ovarian cancer, familial, 1	DI-01559	BROVCA1		https://rest.uniprot.org/uniprotkb/P38398
P38398	BRCA1	Breast cancer type 1 susceptibility protein	1863	Homo sapiens	9606	Ovarian cancer	DI-01655	OC		https://rest.uniprot.org/uniprotkb/P38398
P38398	BRCA1	Breast cancer type 1 susceptibility protein	1863	Homo sapiens	9606	Pancreatic cancer 4	DI-03281	PNCA4		https://rest.uniprot.org/uniprotkb/P38398
P38398	BRCA1	Breast cancer type 1 susceptibility protein	1863	Homo sapiens	9606	Fanconi anemia, complementation group S	DI-05209	FANCS		https://rest.uniprot.org/uniprotkb/P38398
P38606	ATP6V1A	V-type proton ATPase catalytic subunit A	617	Homo sapiens	9606	Cutis laxa, autosomal recessive, 2D	DI-04975	ARCL2D		https://rest.uniprot.org/uniprotkb/P38606
P38606	ATP6V1A	V-type proton ATPase catalytic subunit A	617	Homo sapiens	9606	Epileptic encephalopathy, infantile or early childhood, 3	DI-05273	IECEE3		https://rest.uniprot.org/uniprotkb/P38606
P40123	CAP2	Adenylyl cyclase-associated protein 2	477	Homo sapiens	9606	Cardiomyopathy, dilated, 2I	DI-06740	CMD2I		https://rest.uniprot.org/uniprotkb/P40123
P40225	THPO	Thrombopoietin	353	Homo sapiens	9606	Thrombocythemia 1	DI-01538	THCYT1		https://rest.uniprot.org/uniprotkb/P40225
P40225	THPO	Thrombopoietin	353	Homo sapiens	9606	Amegakaryocytic thrombocytopenia, congenital, 2	DI-06746	CAMT2		https://rest.uniprot.org/uniprotkb/P40225
P40225	THPO	Thrombopoietin	353	Homo sapiens	9606	Thrombocytopenia 9	DI-06745	THC9		https://rest.uniprot.org/uniprotkb/P40225
P40238	MPL	Thrombopoietin receptor	635	Homo sapiens	9606	Amegakaryocytic thrombocytopenia, congenital, 1	DI-01388	CAMT1		https://rest.uniprot.org/uniprotkb/P40238
P40238	MPL	Thrombopoietin receptor	635	Homo sapiens	9606	Thrombocythemia 2	DI-03401	THCYT2		https://rest.uniprot.org/uniprotkb/P40238
P40238	MPL	Thrombopoietin receptor	635	Homo sapiens	9606	Myelofibrosis with myeloid metaplasia	DI-03415	MMM		https://rest.uniprot.org/uniprotkb/P40238
P40306	PSMB10	Proteasome subunit beta type-10	273	Homo sapiens	9606	Proteasome-associated autoinflammatory syndrome 5	DI-06029	PRAAS5		https://rest.uniprot.org/uniprotkb/P40306
P40306	PSMB10	Proteasome subunit beta type-10	273	Homo sapiens	9606	Immunodeficiency 121 with autoinflammation	DI-06912	IMD121		https://rest.uniprot.org/uniprotkb/P40306
P40763	STAT3	Signal transducer and activator of transcription 3	770	Homo sapiens	9606	Hyper-IgE syndrome 1, autosomal dominant, with recurrent infections	DI-01767	HIES1		https://rest.uniprot.org/uniprotkb/P40763
P40763	STAT3	Signal transducer and activator of transcription 3	770	Homo sapiens	9606	Autoimmune disease, multisystem, infantile-onset, 1	DI-04194	ADMIO1		https://rest.uniprot.org/uniprotkb/P40763
P40855	PEX19	Peroxisomal biogenesis factor 19	299	Homo sapiens	9606	Peroxisome biogenesis disorder complementation group 14	DI-00922	PBD-CG14		https://rest.uniprot.org/uniprotkb/P40855
P40855	PEX19	Peroxisomal biogenesis factor 19	299	Homo sapiens	9606	Peroxisome biogenesis disorder 12A	DI-03595	PBD12A		https://rest.uniprot.org/uniprotkb/P40855
P41002	CCNF	Cyclin-F	786	Homo sapiens	9606	Frontotemporal dementia and/or amyotrophic lateral sclerosis 5	DI-06001	FTDALS5		https://rest.uniprot.org/uniprotkb/P41002
P41219	PRPH	Peripherin	470	Homo sapiens	9606	Amyotrophic lateral sclerosis	DI-00107	ALS		https://rest.uniprot.org/uniprotkb/P41219
P41227	NAA10	N-alpha-acetyltransferase 10	235	Homo sapiens	9606	N-terminal acetyltransferase deficiency	DI-03266	NATD		https://rest.uniprot.org/uniprotkb/P41227
P41227	NAA10	N-alpha-acetyltransferase 10	235	Homo sapiens	9606	Microphthalmia, syndromic, 1	DI-04013	MCOPS1		https://rest.uniprot.org/uniprotkb/P41227
P41732	TSPAN7	Tetraspanin-7	249	Homo sapiens	9606	Intellectual developmental disorder, X-linked 58	DI-00733	XLID58		https://rest.uniprot.org/uniprotkb/P41732
P42127	ASIP	Agouti-signaling protein	132	Homo sapiens	9606	Obesity and hypopigmentation	DI-06589	OBHP		https://rest.uniprot.org/uniprotkb/P42127
P42261	GRIA1	Glutamate receptor 1	906	Homo sapiens	9606	Intellectual developmental disorder, autosomal dominant 67	DI-06444	MRD67		https://rest.uniprot.org/uniprotkb/P42261
P42261	GRIA1	Glutamate receptor 1	906	Homo sapiens	9606	Intellectual developmental disorder, autosomal recessive 76	DI-06445	MRT76		https://rest.uniprot.org/uniprotkb/P42261
P42262	GRIA2	Glutamate receptor 2	883	Homo sapiens	9606	Neurodevelopmental disorder with language impairment and behavioral abnormalities	DI-05861	NEDLIB		https://rest.uniprot.org/uniprotkb/P42262
P42575	CASP2	Caspase-2	452	Homo sapiens	9606	Intellectual developmental disorder, autosomal recessive 80, with variant lissencephaly	DI-06813	MRT80		https://rest.uniprot.org/uniprotkb/P42575
P42702	LIFR	Leukemia inhibitory factor receptor	1097	Homo sapiens	9606	Stuve-Wiedemann syndrome 1	DI-02344	STWS1		https://rest.uniprot.org/uniprotkb/P42702
P42771	CDKN2A	Cyclin-dependent kinase inhibitor 2A	156	Homo sapiens	9606	Melanoma, cutaneous malignant 2	DI-01459	CMM2		https://rest.uniprot.org/uniprotkb/P42771
P42771	CDKN2A	Cyclin-dependent kinase inhibitor 2A	156	Homo sapiens	9606	Familial atypical multiple mole melanoma-pancreatic carcinoma syndrome	DI-01558	FAMMMPC		https://rest.uniprot.org/uniprotkb/P42771
P42771	CDKN2A	Cyclin-dependent kinase inhibitor 2A	156	Homo sapiens	9606	Melanoma-astrocytoma syndrome	DI-01961	MASTS		https://rest.uniprot.org/uniprotkb/P42771
P42858	HTT	Huntingtin	3142	Homo sapiens	9606	Huntington disease	DI-01754	HD		https://rest.uniprot.org/uniprotkb/P42858
P42858	HTT	Huntingtin	3142	Homo sapiens	9606	Lopes-Maciel-Rodan syndrome	DI-04988	LOMARS		https://rest.uniprot.org/uniprotkb/P42858
P42892	ECE1	Endothelin-converting enzyme 1	770	Homo sapiens	9606	Hirschsprung disease, cardiac defects, and autonomic dysfunction	DI-01748	HCAD		https://rest.uniprot.org/uniprotkb/P42892
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Acromesomelic dysplasia 2A	DI-00031	AMD2A		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Acromesomelic dysplasia 2C	DI-00032	AMD2C		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Brachydactyly C	DI-00197	BDC		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Acromesomelic dysplasia 2B	DI-01505	AMD2B		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Symphalangism, proximal 1B	DI-03804	SYM1B		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Multiple synostoses syndrome 2	DI-02011	SYNS2		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Brachydactyly A2	DI-00195	BDA2		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Osteoarthritis 5	DI-02644	OS5		https://rest.uniprot.org/uniprotkb/P43026
P43026	GDF5	Growth/differentiation factor 5	501	Homo sapiens	9606	Brachydactyly A1, C	DI-03654	BDA1C		https://rest.uniprot.org/uniprotkb/P43026
P43080	GUCA1A	Guanylyl cyclase-activating protein 1	201	Homo sapiens	9606	Cone dystrophy 3	DI-00317	COD3		https://rest.uniprot.org/uniprotkb/P43080
P43080	GUCA1A	Guanylyl cyclase-activating protein 1	201	Homo sapiens	9606	Cone-rod dystrophy 14	DI-05820	CORD14		https://rest.uniprot.org/uniprotkb/P43080
P43155	CRAT	Carnitine O-acetyltransferase	626	Homo sapiens	9606	Neurodegeneration with brain iron accumulation 8	DI-05218	NBIA8		https://rest.uniprot.org/uniprotkb/P43155
P43403	ZAP70	Tyrosine-protein kinase ZAP-70	619	Homo sapiens	9606	Immunodeficiency 48	DI-02295	IMD48		https://rest.uniprot.org/uniprotkb/P43403
P43403	ZAP70	Tyrosine-protein kinase ZAP-70	619	Homo sapiens	9606	Autoimmune disease, multisystem, infantile-onset, 2	DI-04749	ADMIO2		https://rest.uniprot.org/uniprotkb/P43403
P45379	TNNT2	Troponin T, cardiac muscle	298	Homo sapiens	9606	Cardiomyopathy, familial hypertrophic, 2	DI-00234	CMH2		https://rest.uniprot.org/uniprotkb/P45379
P45379	TNNT2	Troponin T, cardiac muscle	298	Homo sapiens	9606	Cardiomyopathy, dilated, 1D	DI-00213	CMD1D		https://rest.uniprot.org/uniprotkb/P45379
P45379	TNNT2	Troponin T, cardiac muscle	298	Homo sapiens	9606	Cardiomyopathy, familial restrictive 3	DI-00247	RCM3		https://rest.uniprot.org/uniprotkb/P45379
P45954	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	432	Homo sapiens	9606	Short/branched-chain acyl-CoA dehydrogenase deficiency	DI-02302	SBCADD		https://rest.uniprot.org/uniprotkb/P45954
P46531	NOTCH1	Neurogenic locus notch homolog protein 1	2555	Homo sapiens	9606	Aortic valve disease 1	DI-01186	AOVD1		https://rest.uniprot.org/uniprotkb/P46531
P46531	NOTCH1	Neurogenic locus notch homolog protein 1	2555	Homo sapiens	9606	Adams-Oliver syndrome 5	DI-04227	AOS5		https://rest.uniprot.org/uniprotkb/P46531
P46778	RPL21	Large ribosomal subunit protein eL21	160	Homo sapiens	9606	Hypotrichosis 12	DI-04148	HYPT12		https://rest.uniprot.org/uniprotkb/P46778
P48051	KCNJ6	G protein-activated inward rectifier potassium channel 2	423	Homo sapiens	9606	Keppen-Lubinsky syndrome	DI-04375	KPLBS		https://rest.uniprot.org/uniprotkb/P48051
P48067	SLC6A9	Sodium- and chloride-dependent glycine transporter 1	706	Homo sapiens	9606	Glycine encephalopathy with normal serum glycine	DI-04929	GCENSG		https://rest.uniprot.org/uniprotkb/P48067
P48167	GLRB	Glycine receptor subunit beta	497	Homo sapiens	9606	Hyperekplexia 2	DI-03457	HKPX2		https://rest.uniprot.org/uniprotkb/P48167
P48357	LEPR	Leptin receptor	1165	Homo sapiens	9606	Leptin receptor deficiency	DI-03638	LEPRD		https://rest.uniprot.org/uniprotkb/P48357
P48382	RFX5	DNA-binding protein RFX5	616	Homo sapiens	9606	MHC class II deficiency 3	DI-06906	MHC2D3		https://rest.uniprot.org/uniprotkb/P48382
P48382	RFX5	DNA-binding protein RFX5	616	Homo sapiens	9606	MHC class II deficiency 5	DI-06907	MHC2D5		https://rest.uniprot.org/uniprotkb/P48382
P48444	ARCN1	Coatomer subunit delta	511	Homo sapiens	9606	Short stature-micrognathia syndrome	DI-04856	SSMG		https://rest.uniprot.org/uniprotkb/P48444
P48551	IFNAR2	Interferon alpha/beta receptor 2	515	Homo sapiens	9606	Immunodeficiency 45	DI-04586	IMD45		https://rest.uniprot.org/uniprotkb/P48551
P48552	NRIP1	Nuclear receptor-interacting protein 1	1158	Homo sapiens	9606	Congenital anomalies of kidney and urinary tract 3	DI-05447	CAKUT3		https://rest.uniprot.org/uniprotkb/P48552
P48553	TRAPPC10	Trafficking protein particle complex subunit 10	1259	Homo sapiens	9606	Neurodevelopmental disorder with microcephaly, short stature, and speech delay	DI-06499	NEDMISS		https://rest.uniprot.org/uniprotkb/P48553
P48668	KRT6C	Keratin, type II cytoskeletal 6C	564	Homo sapiens	9606	Palmoplantar keratoderma, non-epidermolytic, focal or diffuse	DI-04096	PPKNEFD		https://rest.uniprot.org/uniprotkb/P48668
P49257	LMAN1	Protein ERGIC-53	510	Homo sapiens	9606	Factor V and factor VIII combined deficiency 1	DI-01546	F5F8D1		https://rest.uniprot.org/uniprotkb/P49257
P49419	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	539	Homo sapiens	9606	Epilepsy, early-onset, 4, vitamin B6-dependent	DI-02236	EPEO4		https://rest.uniprot.org/uniprotkb/P49419
P49642	PRIM1	DNA primase small subunit	420	Homo sapiens	9606	Primordial dwarfism-immunodeficiency-lipodystrophy syndrome	DI-06484	PDIL		https://rest.uniprot.org/uniprotkb/P49642
P49675	STAR	Steroidogenic acute regulatory protein, mitochondrial	285	Homo sapiens	9606	Adrenal hyperplasia 1	DI-01407	AH1		https://rest.uniprot.org/uniprotkb/P49675
P49773	HINT1	Adenosine 5'-monophosphoramidase HINT1	126	Homo sapiens	9606	Neuromyotonia and axonal neuropathy, autosomal recessive	DI-03603	NMAN		https://rest.uniprot.org/uniprotkb/P49773
P49848	TAF6	Transcription initiation factor TFIID subunit 6	677	Homo sapiens	9606	Alazami-Yuan syndrome	DI-04825	ALYUS		https://rest.uniprot.org/uniprotkb/P49848
P49902	NT5C2	Cytosolic purine 5'-nucleotidase	561	Homo sapiens	9606	Spastic paraplegia 45, autosomal recessive	DI-04024	SPG45		https://rest.uniprot.org/uniprotkb/P49902
P49914	MTHFS	5-formyltetrahydrofolate cyclo-ligase	203	Homo sapiens	9606	Neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination	DI-05514	NEDMEHM		https://rest.uniprot.org/uniprotkb/P49914
P49918	CDKN1C	Cyclin-dependent kinase inhibitor 1C	316	Homo sapiens	9606	Beckwith-Wiedemann syndrome	DI-00179	BWS		https://rest.uniprot.org/uniprotkb/P49918
P49918	CDKN1C	Cyclin-dependent kinase inhibitor 1C	316	Homo sapiens	9606	Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies	DI-03499	IMAGE		https://rest.uniprot.org/uniprotkb/P49918
P49961	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	510	Homo sapiens	9606	Spastic paraplegia 64, autosomal recessive	DI-04056	SPG64		https://rest.uniprot.org/uniprotkb/P49961
P50539	MXI1	Max-interacting protein 1	228	Homo sapiens	9606	Prostate cancer	DI-02663	PC		https://rest.uniprot.org/uniprotkb/P50539
P50549	ETV1	ETS translocation variant 1	477	Homo sapiens	9606	Ewing sarcoma	DI-02610	ES		https://rest.uniprot.org/uniprotkb/P50549
P50995	ANXA11	Annexin A11	505	Homo sapiens	9606	Amyotrophic lateral sclerosis 23	DI-05172	ALS23		https://rest.uniprot.org/uniprotkb/P50995
P50995	ANXA11	Annexin A11	505	Homo sapiens	9606	Inclusion body myopathy and brain white matter abnormalities	DI-06329	IBMWMA		https://rest.uniprot.org/uniprotkb/P50995
P51178	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	756	Homo sapiens	9606	Nail disorder, non-syndromic congenital, 3	DI-03200	NDNC3		https://rest.uniprot.org/uniprotkb/P51178
P51451	BLK	Tyrosine-protein kinase Blk	505	Homo sapiens	9606	Maturity-onset diabetes of the young 11	DI-02787	MODY11		https://rest.uniprot.org/uniprotkb/P51451
P51570	GALK1	Galactokinase	392	Homo sapiens	9606	Galactosemia 2	DI-01643	GALAC2		https://rest.uniprot.org/uniprotkb/P51570
P51572	BCAP31	B-cell receptor-associated protein 31	246	Homo sapiens	9606	Deafness, dystonia, and cerebral hypomyelination	DI-03930	DDCH		https://rest.uniprot.org/uniprotkb/P51572
P51587	BRCA2	Breast cancer type 2 susceptibility protein	3418	Homo sapiens	9606	Breast cancer	DI-02602	BC		https://rest.uniprot.org/uniprotkb/P51587
P51587	BRCA2	Breast cancer type 2 susceptibility protein	3418	Homo sapiens	9606	Pancreatic cancer 2	DI-02847	PNCA2		https://rest.uniprot.org/uniprotkb/P51587
P51587	BRCA2	Breast cancer type 2 susceptibility protein	3418	Homo sapiens	9606	Breast-ovarian cancer, familial, 2	DI-02603	BROVCA2		https://rest.uniprot.org/uniprotkb/P51587
P51587	BRCA2	Breast cancer type 2 susceptibility protein	3418	Homo sapiens	9606	Fanconi anemia complementation group D1	DI-01601	FANCD1		https://rest.uniprot.org/uniprotkb/P51587
P51587	BRCA2	Breast cancer type 2 susceptibility protein	3418	Homo sapiens	9606	Glioma 3	DI-02629	GLM3		https://rest.uniprot.org/uniprotkb/P51587
P51587	BRCA2	Breast cancer type 2 susceptibility protein	3418	Homo sapiens	9606	Medulloblastoma	DI-01958	MDB		https://rest.uniprot.org/uniprotkb/P51587
P51608	MECP2	Methyl-CpG-binding protein 2	486	Homo sapiens	9606	Angelman syndrome	DI-00121	AS		https://rest.uniprot.org/uniprotkb/P51608
P51608	MECP2	Methyl-CpG-binding protein 2	486	Homo sapiens	9606	Intellectual developmental disorder, X-linked, syndromic 13	DI-00722	MRXS13		https://rest.uniprot.org/uniprotkb/P51608
P51608	MECP2	Methyl-CpG-binding protein 2	486	Homo sapiens	9606	Rett syndrome	DI-00999	RTT		https://rest.uniprot.org/uniprotkb/P51608
P51608	MECP2	Methyl-CpG-binding protein 2	486	Homo sapiens	9606	Autism, X-linked 3	DI-02433	AUTSX3		https://rest.uniprot.org/uniprotkb/P51608
P51608	MECP2	Methyl-CpG-binding protein 2	486	Homo sapiens	9606	Encephalopathy, neonatal severe, due to MECP2 mutations	DI-02038	ENS-MECP2		https://rest.uniprot.org/uniprotkb/P51608
P51608	MECP2	Methyl-CpG-binding protein 2	486	Homo sapiens	9606	Intellectual developmental disorder, X-linked, syndromic, Lubs type	DI-02752	MRXSL		https://rest.uniprot.org/uniprotkb/P51608
P51681	CCR5	C-C chemokine receptor type 5	352	Homo sapiens	9606	Type 1 diabetes mellitus 22	DI-02780	T1D22		https://rest.uniprot.org/uniprotkb/P51681
P51688	SGSH	N-sulphoglucosamine sulphohydrolase	502	Homo sapiens	9606	Mucopolysaccharidosis 3A	DI-00774	MPS3A		https://rest.uniprot.org/uniprotkb/P51688
P51692	STAT5B	Signal transducer and activator of transcription 5B	787	Homo sapiens	9606	Growth hormone insensitivity syndrome with immune dysregulation 1, autosomal recessive	DI-01878	GHISID1		https://rest.uniprot.org/uniprotkb/P51692
P51692	STAT5B	Signal transducer and activator of transcription 5B	787	Homo sapiens	9606	Growth hormone insensitivity syndrome with immune dysregulation 2, autosomal dominant	DI-05897	GHISID2		https://rest.uniprot.org/uniprotkb/P51692
P51811	XK	Endoplasmic reticulum membrane adapter protein XK	444	Homo sapiens	9606	McLeod syndrome	DI-01954	MCLDS		https://rest.uniprot.org/uniprotkb/P51811
P52306	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	607	Homo sapiens	9606	Alfadhel syndrome	DI-06815	AFDL		https://rest.uniprot.org/uniprotkb/P52306
P53004	BLVRA	Biliverdin reductase A	296	Homo sapiens	9606	Hyperbiliverdinemia	DI-03209	HBLVD		https://rest.uniprot.org/uniprotkb/P53004
P53420	COL4A4	Collagen alpha-4(IV) chain	1690	Homo sapiens	9606	Alport syndrome 2, autosomal recessive	DI-00080	ATS2		https://rest.uniprot.org/uniprotkb/P53420
P53420	COL4A4	Collagen alpha-4(IV) chain	1690	Homo sapiens	9606	Hematuria, benign familial, 1	DI-01271	BFH1		https://rest.uniprot.org/uniprotkb/P53420
P53602	MVD	Diphosphomevalonate decarboxylase	400	Homo sapiens	9606	Porokeratosis 7, multiple types	DI-04571	POROK7		https://rest.uniprot.org/uniprotkb/P53602
